INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84233,1340,1497.0529,0.8951,0.922,1.0825,0.8838,1.1315,2
I00699,RJ2,LEWISHAM HEALTHCARE NHS TRUST,37343,925,946.5691,0.9772,0.9026,1.1046,0.8786,1.1382,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44302,1218,1210.9837,1.0058,0.9135,1.092,0.8816,1.1343,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,70496,1609,2048.5277,0.7854,0.9331,1.0702,0.8863,1.1283,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,33141,1070,975.2275,1.0972,0.904,1.103,0.879,1.1377,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,32453,948,1018.1875,0.9311,0.9059,1.1007,0.8795,1.137,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,85417,2876,2765.2689,1.04,0.9423,1.0602,0.8881,1.126,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,39832,1170,1104.299,1.0595,0.9096,1.0965,0.8805,1.1357,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58596,2242,1926.5902,1.1637,0.9311,1.0724,0.8858,1.1289,1
I00699,RJN,EAST CHESHIRE NHS TRUST,24511,975,958.1205,1.0176,0.9031,1.1039,0.8787,1.138,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48297,1391,1285.0146,1.0825,0.916,1.0892,0.8823,1.1335,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,65720,1398,1534.4304,0.9111,0.923,1.0814,0.884,1.1312,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,49324,1678,1652.0867,1.0157,0.9257,1.0784,0.8846,1.1304,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,71413,2239,2440.4987,0.9174,0.9386,1.0641,0.8874,1.1269,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,81227,2581,2433.5321,1.0606,0.9385,1.0642,0.8874,1.1269,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34735,562,814.4261,0.6901,0.8952,1.1131,0.8764,1.1411,3
I00699,RL4,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,59474,2074,1952.5291,1.0622,0.9315,1.0719,0.8859,1.1288,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,61491,1873,1985.4997,0.9433,0.9321,1.0713,0.886,1.1286,2
I00699,RLQ,WYE VALLEY NHS TRUST,27808,982,846.9017,1.1595,0.8972,1.1108,0.877,1.1403,1
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23840,1008,822.0813,1.2262,0.8957,1.1125,0.8765,1.1409,1
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84666,2994,2965.9286,1.0095,0.9442,1.0581,0.8884,1.1256,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,59025,1682,1808.1204,0.9302,0.9289,1.0748,0.8853,1.1295,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,54253,1416,1630.6266,0.8684,0.9252,1.0789,0.8845,1.1306,3
I00699,RBK,WALSALL HEALTHCARE NHS TRUST,37584,1455,1292.174,1.126,0.9162,1.089,0.8823,1.1334,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,55722,1737,1627.8588,1.067,0.9252,1.079,0.8845,1.1306,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34838,1435,1202.0869,1.1938,0.9132,1.0924,0.8815,1.1344,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,53826,1686,1613.7612,1.0448,0.9248,1.0793,0.8844,1.1307,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,60591,1775,1690.0366,1.0503,0.9265,1.0775,0.8848,1.1302,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,45197,1445,1346.8719,1.0729,0.9179,1.0871,0.8827,1.1328,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67910,2153,1929.6717,1.1157,0.9311,1.0724,0.8858,1.1289,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44444,1636,1474.8734,1.1092,0.9215,1.0831,0.8836,1.1317,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44000,1408,1307.3238,1.077,0.9167,1.0884,0.8824,1.1332,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,55568,1524,1433.1356,1.0634,0.9204,1.0843,0.8833,1.1321,2
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,35496,1086,1066.6934,1.0181,0.908,1.0983,0.8801,1.1362,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,74918,2709,2628.3696,1.0307,0.9408,1.0618,0.8878,1.1264,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,52123,1617,1431.5533,1.1295,0.9203,1.0844,0.8833,1.1321,2
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47641,1834,1748.6071,1.0488,0.9277,1.0761,0.8851,1.1298,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,54122,1645,1542.2793,1.0666,0.9232,1.0812,0.884,1.1312,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,48353,539,664.135,0.8116,0.8844,1.1258,0.8729,1.1456,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20575,650,712.0478,0.9129,0.8882,1.1213,0.8741,1.144,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,36827,1401,1351.6081,1.0365,0.918,1.0869,0.8828,1.1328,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37420,571,589.5985,0.9685,0.8776,1.1339,0.8705,1.1487,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,147795,4183,3993.2253,1.0475,0.9518,1.0499,0.8897,1.124,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34774,1487,1431.6436,1.0387,0.9203,1.0844,0.8833,1.1321,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,153801,4090,4419.0022,0.9255,0.9542,1.0474,0.89,1.1236,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47126,1608,1535.3763,1.0473,0.923,1.0814,0.884,1.1312,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,56161,2211,2179.7455,1.0143,0.9351,1.068,0.8867,1.1278,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,64654,1054,1458.4615,0.7227,0.921,1.0836,0.8835,1.1318,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106392,2586,2668.1177,0.9692,0.9412,1.0613,0.8879,1.1263,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82041,2693,2794.3044,0.9637,0.9426,1.0598,0.8881,1.126,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,72471,2955,2854.3551,1.0353,0.9432,1.0592,0.8882,1.1258,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,81398,2731,2510.4091,1.0879,0.9395,1.0632,0.8875,1.1267,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,104213,3050,3045.8221,1.0014,0.9449,1.0573,0.8885,1.1254,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,45311,1561,1633.6038,0.9556,0.9253,1.0788,0.8845,1.1305,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,48072,1526,1619.6895,0.9422,0.925,1.0792,0.8845,1.1306,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91477,2683,2813.114,0.9537,0.9427,1.0596,0.8881,1.1259,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52358,1902,1718.1575,1.107,0.9271,1.0768,0.8849,1.13,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,66520,1696,2089.9243,0.8115,0.9338,1.0695,0.8864,1.1282,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,70206,2002,2074.2451,0.9652,0.9335,1.0697,0.8863,1.1282,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,76288,2155,2439.2332,0.8835,0.9386,1.0642,0.8874,1.1269,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56916,1856,1985.103,0.935,0.9321,1.0713,0.886,1.1286,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,100570,3953,4002.2268,0.9877,0.9519,1.0498,0.8897,1.124,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,52002,1846,1644.3213,1.1227,0.9255,1.0786,0.8846,1.1305,2
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35316,1302,1215.7206,1.071,0.9137,1.0918,0.8817,1.1342,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,95004,1842,1696.7823,1.0856,0.9267,1.0773,0.8848,1.1301,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,137538,4074,3945.9266,1.0325,0.9515,1.0502,0.8896,1.1241,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,91574,3299,2842.4059,1.1606,0.943,1.0593,0.8882,1.1259,1
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,93345,3618,3265.9092,1.1078,0.9468,1.0553,0.8889,1.125,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140896,4148,3951.0311,1.0499,0.9516,1.0501,0.8896,1.1241,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,64875,2007,2032.5418,0.9874,0.9329,1.0705,0.8862,1.1284,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,51020,1720,1627.4175,1.0569,0.9251,1.079,0.8845,1.1306,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,64480,2312,2035.1993,1.136,0.9329,1.0704,0.8862,1.1284,1
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,57919,1629,1744.3117,0.9339,0.9276,1.0762,0.8851,1.1299,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,73038,2534,2412.6782,1.0503,0.9383,1.0645,0.8873,1.127,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,50937,1540,1472.3606,1.0459,0.9214,1.0832,0.8836,1.1317,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,76434,2157,2141.2802,1.0073,0.9345,1.0686,0.8866,1.128,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,132023,4053,4310.4672,0.9403,0.9536,1.048,0.8899,1.1237,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58245,2678,2544.2414,1.0526,0.9399,1.0628,0.8876,1.1266,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,94218,2857,2792.6773,1.023,0.9425,1.0599,0.8881,1.126,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,68076,2329,2426.081,0.96,0.9384,1.0643,0.8873,1.127,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73698,2181,2201.4862,0.9907,0.9354,1.0676,0.8867,1.1277,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54257,2403,1926.5191,1.2473,0.9311,1.0724,0.8858,1.1289,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,76113,2180,2178.8936,1.0005,0.9351,1.068,0.8867,1.1278,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,85892,2776,2854.6512,0.9724,0.9432,1.0592,0.8882,1.1258,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,51533,1631,1470.5885,1.1091,0.9214,1.0832,0.8836,1.1317,2
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,78793,2507,2235.7738,1.1213,0.9359,1.0671,0.8868,1.1276,2
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,62017,2333,2169.5481,1.0753,0.935,1.0681,0.8866,1.1278,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,104978,2221,2931.8846,0.7575,0.9439,1.0584,0.8884,1.1257,3
I00699,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,98720,3069,3245.0831,0.9457,0.9466,1.0554,0.8888,1.1251,2
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,74393,2988,2722.1287,1.0977,0.9418,1.0607,0.888,1.1262,2
