INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,41698,1059,1015.273,1.0431,0.9058,1.1008,0.885,1.1299,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,51156,1954,1714.6409,1.1396,0.927,1.0769,0.8908,1.1226,1
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,52092,2174,1854.6328,1.1722,0.9298,1.0739,0.8915,1.1218,1
I00699,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,53325,1446,1631.8191,0.8861,0.9252,1.0789,0.8904,1.1231,3
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,46528,2051,2022.0717,1.0143,0.9327,1.0706,0.8921,1.1209,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,24523,1154,1069.5392,1.079,0.9082,1.0981,0.8857,1.129,2
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,68949,2133,2051.5107,1.0397,0.9332,1.0701,0.8922,1.1208,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,42386,1979,1674.7388,1.1817,0.9262,1.0778,0.8906,1.1228,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",84299,3065,3141.2063,0.9757,0.9458,1.0564,0.8948,1.1175,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42251,1362,1285.5443,1.0595,0.916,1.0892,0.888,1.1262,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,46161,1459,1344.9941,1.0848,0.9179,1.0872,0.8885,1.1255,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,45473,1683,1581.8231,1.064,0.9241,1.0802,0.8901,1.1235,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,34880,937,952.1026,0.9841,0.9028,1.1043,0.8841,1.131,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50879,1650,1642.5344,1.0045,0.9255,1.0786,0.8904,1.1231,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33078,1497,1681.7655,0.8901,0.9263,1.0777,0.8906,1.1228,3
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,46221,1618,1576.5281,1.0263,0.924,1.0803,0.8901,1.1235,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32402,1193,1352.0489,0.8824,0.9181,1.0869,0.8885,1.1255,3
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69215,1916,2317.7547,0.8267,0.937,1.0659,0.8931,1.1197,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59711,1778,1975.2903,0.9001,0.9319,1.0715,0.892,1.1211,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,89846,2655,2844.9361,0.9332,0.9431,1.0593,0.8943,1.1182,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,103533,3451,3842.3123,0.8982,0.9509,1.0509,0.8957,1.1164,2
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,88800,2887,2869.0212,1.0063,0.9433,1.059,0.8944,1.1181,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,60001,2022,1917.9172,1.0543,0.9309,1.0726,0.8917,1.1214,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,86701,1334,1614.3194,0.8264,0.9248,1.0793,0.8903,1.1232,3
I00699,RJ2,LEWISHAM HEALTHCARE NHS TRUST,38188,806,892.4042,0.9032,0.8997,1.1078,0.8832,1.1323,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,42272,1240,1296.8881,0.9561,0.9164,1.0888,0.8881,1.126,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,71504,1708,2089.4918,0.8174,0.9338,1.0695,0.8924,1.1206,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,34591,1098,1048.1422,1.0476,0.9073,1.0992,0.8855,1.1293,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30655,865,951.942,0.9087,0.9028,1.1043,0.8841,1.131,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,96146,3011,2918.7861,1.0316,0.9438,1.0585,0.8944,1.118,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,42296,1247,1262.3652,0.9878,0.9153,1.0901,0.8878,1.1264,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58782,2236,1938.045,1.1537,0.9313,1.0722,0.8918,1.1213,1
I00699,RJN,EAST CHESHIRE NHS TRUST,24581,984,997.7817,0.9862,0.905,1.1017,0.8848,1.1302,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48222,1467,1309.8231,1.12,0.9168,1.0884,0.8882,1.1259,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,67707,1428,1542.9823,0.9255,0.9232,1.0812,0.8899,1.1238,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50787,1821,1688.1848,1.0787,0.9265,1.0775,0.8907,1.1227,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,73006,2385,2477.896,0.9625,0.9391,1.0636,0.8935,1.1192,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,84039,2635,2558.3647,1.03,0.94,1.0626,0.8937,1.1189,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34896,557,781.4497,0.7128,0.8931,1.1156,0.881,1.135,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60302,2098,2085.8122,1.0058,0.9337,1.0695,0.8924,1.1206,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,63214,1902,2040.9378,0.9319,0.933,1.0703,0.8922,1.1208,2
I00699,RLQ,WYE VALLEY NHS TRUST,29044,956,854.1551,1.1192,0.8976,1.1103,0.8825,1.1332,2
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24281,978,891.3849,1.0972,0.8997,1.1079,0.8832,1.1323,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87028,3038,3006.8449,1.0104,0.9446,1.0576,0.8946,1.1178,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,58415,1712,1715.2655,0.9981,0.927,1.0769,0.8908,1.1226,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,44359,1447,1625.31,0.8903,0.9251,1.079,0.8903,1.1232,3
I00699,RMC,BOLTON NHS FOUNDATION TRUST,61301,1715,1704.7158,1.006,0.9268,1.0771,0.8908,1.1226,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34708,1375,1165.294,1.18,0.9119,1.0939,0.8868,1.1276,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61630,1729,1735.9383,0.996,0.9275,1.0764,0.8909,1.1224,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61317,1760,1731.8356,1.0163,0.9274,1.0765,0.8909,1.1225,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,51074,1432,1486.2326,0.9635,0.9218,1.0828,0.8895,1.1242,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67264,2092,2008.4612,1.0416,0.9325,1.0709,0.8921,1.121,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,43987,1668,1510.8156,1.104,0.9224,1.0821,0.8897,1.124,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45278,1421,1371.6704,1.036,0.9186,1.0863,0.8887,1.1253,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,56259,1678,1513.0153,1.109,0.9224,1.082,0.8897,1.124,2
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,35120,1099,1045.2674,1.0514,0.9071,1.0993,0.8854,1.1294,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,75348,2745,2645.07,1.0378,0.941,1.0616,0.8939,1.1187,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,53168,1707,1505.3115,1.134,0.9222,1.0822,0.8896,1.1241,1
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47386,1881,1752.2344,1.0735,0.9278,1.076,0.891,1.1223,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,53292,1792,1614.0287,1.1103,0.9248,1.0793,0.8903,1.1232,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,47726,529,695.2678,0.7609,0.8869,1.1228,0.8789,1.1377,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20778,684,726.1385,0.942,0.8892,1.1201,0.8797,1.1367,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,38179,1456,1371.3564,1.0617,0.9186,1.0863,0.8887,1.1253,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,38869,578,620.132,0.9321,0.8805,1.1304,0.8767,1.1407,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,152191,4335,4219.4883,1.0274,0.9531,1.0485,0.8961,1.116,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,36168,1519,1466.9734,1.0355,0.9213,1.0833,0.8894,1.1244,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,133378,4019,4363.4976,0.9211,0.9539,1.0477,0.8962,1.1158,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47533,1684,1591.3126,1.0582,0.9243,1.0799,0.8901,1.1234,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,54488,2406,2260.4082,1.0644,0.9363,1.0667,0.8929,1.1199,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,62029,972,1419.2388,0.6849,0.92,1.0848,0.889,1.1248,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106228,2558,2726.3945,0.9382,0.9419,1.0606,0.8941,1.1185,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,84141,2871,2951.7033,0.9727,0.9441,1.0582,0.8945,1.1179,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,72910,3007,2820.3371,1.0662,0.9428,1.0596,0.8943,1.1182,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,79943,2771,2553.6836,1.0851,0.94,1.0627,0.8937,1.119,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,102401,3091,3216.7595,0.9609,0.9464,1.0557,0.8949,1.1174,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,45051,1654,1682.7909,0.9829,0.9264,1.0776,0.8906,1.1228,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50423,1594,1686.203,0.9453,0.9264,1.0776,0.8907,1.1228,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91223,2778,2751.4867,1.0096,0.9421,1.0603,0.8941,1.1184,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53072,1785,1724.6312,1.035,0.9272,1.0767,0.8909,1.1225,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,68815,1742,2170.9439,0.8024,0.935,1.0681,0.8926,1.1203,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,71369,2082,2130.9793,0.977,0.9344,1.0688,0.8925,1.1204,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,78519,2074,2432.2789,0.8527,0.9385,1.0643,0.8934,1.1193,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57080,1925,2026.1559,0.9501,0.9328,1.0706,0.8921,1.1209,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,102934,3851,3926.523,0.9808,0.9514,1.0503,0.8958,1.1163,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,50207,1796,1666.3132,1.0778,0.926,1.078,0.8906,1.1229,2
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35558,1256,1206.9439,1.0406,0.9134,1.0922,0.8872,1.1271,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,98025,1932,1740.8418,1.1098,0.9276,1.0763,0.8909,1.1224,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,137556,4108,3806.0282,1.0793,0.9507,1.0511,0.8957,1.1165,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,90756,3286,3106.9071,1.0576,0.9455,1.0567,0.8948,1.1176,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,94571,3560,3240.782,1.0985,0.9466,1.0555,0.895,1.1174,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,141236,4266,4081.019,1.0453,0.9523,1.0493,0.896,1.1161,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,61048,1949,1984.6616,0.982,0.9321,1.0713,0.892,1.1211,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,54276,1987,1818.1181,1.0929,0.9291,1.0746,0.8913,1.122,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59796,2365,2123.2616,1.1139,0.9343,1.0689,0.8925,1.1205,2
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,57725,1667,1756.5927,0.949,0.9279,1.0759,0.891,1.1223,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,76413,2749,2689.6343,1.0221,0.9415,1.061,0.894,1.1186,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,52687,1643,1476.6609,1.1126,0.9215,1.0831,0.8894,1.1243,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,78682,2288,2213.2385,1.0338,0.9356,1.0674,0.8928,1.1201,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,132484,4195,4471.7282,0.9381,0.9544,1.0471,0.8963,1.1157,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58201,2686,2557.9948,1.05,0.94,1.0626,0.8937,1.1189,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,94922,2909,2850.27,1.0206,0.9431,1.0592,0.8943,1.1182,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69271,2389,2444.3453,0.9774,0.9387,1.0641,0.8934,1.1193,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76076,2209,2281.8528,0.9681,0.9366,1.0664,0.893,1.1198,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54265,2357,1946.7956,1.2107,0.9314,1.072,0.8918,1.1213,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74736,2244,2205.0811,1.0176,0.9355,1.0676,0.8928,1.1201,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,86683,3019,2927.7565,1.0312,0.9439,1.0584,0.8945,1.118,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,53138,1788,1553.0346,1.1513,0.9234,1.0809,0.8899,1.1237,1
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,80419,2630,2310.2554,1.1384,0.9369,1.066,0.8931,1.1197,1
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,64101,2360,2241.7993,1.0527,0.936,1.067,0.8929,1.12,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,106277,2246,2963.5889,0.7579,0.9442,1.0581,0.8945,1.1179,3
I00699,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,95910,3068,2968.9701,1.0334,0.9442,1.058,0.8945,1.1179,2
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,74432,2978,2804.8733,1.0617,0.9427,1.0597,0.8942,1.1183,2
,,,,,,,,,,,
"Copyright © 2013, Health and Social Care Information Centre. All Rights Reserved",,,,,,,,,,,
