INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,76092,3095,3073.4072,1.007,0.9452,1.057,0.8949,1.1174,2
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23633,905,918.9274,0.9848,0.9012,1.1062,0.8838,1.1314,2
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,30386,1023,1104.0942,0.9266,0.9096,1.0965,0.8864,1.1282,2
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",37547,1561,1550.6815,1.0067,0.9234,1.081,0.8901,1.1234,2
I00699,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,41572,1969,1947.9074,1.0108,0.9314,1.072,0.8921,1.121,2
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,51095,1522,1597.2055,0.9529,0.9245,1.0798,0.8904,1.1231,2
I00699,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,51330,1475,1466.802,1.0056,0.9213,1.0833,0.8896,1.1241,2
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,41056,1155,1112.707,1.038,0.9099,1.0961,0.8865,1.1281,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50461,1973,1773.3785,1.1126,0.9282,1.0756,0.8913,1.1219,2
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51348,2237,1951.8417,1.1461,0.9315,1.0719,0.8921,1.121,1
I00699,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,54239,1597,1721.382,0.9277,0.9272,1.0767,0.8911,1.1222,2
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,46750,2156,1966.5514,1.0963,0.9318,1.0717,0.8922,1.1209,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,23192,1152,1029.8708,1.1186,0.9065,1.1001,0.8855,1.1294,2
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,66903,2169,2060.717,1.0525,0.9333,1.07,0.8925,1.1204,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41192,2030,1794.6795,1.1311,0.9286,1.0751,0.8914,1.1218,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",80546,3163,3211.9753,0.9848,0.9464,1.0557,0.8952,1.1171,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42454,1436,1343.3211,1.069,0.9178,1.0872,0.8887,1.1253,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,40763,1496,1347.8529,1.1099,0.9179,1.0871,0.8887,1.1252,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,34742,1342,1242.4166,1.0802,0.9146,1.0908,0.8878,1.1264,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35003,951,993.8044,0.9569,0.9048,1.102,0.885,1.13,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,50940,1769,1745.2915,1.0136,0.9277,1.0762,0.8912,1.1221,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33688,1445,1564.8432,0.9234,0.9237,1.0806,0.8902,1.1233,2
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,47445,1787,1709.8834,1.0451,0.9269,1.077,0.891,1.1223,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32718,1275,1420.4342,0.8976,0.92,1.0847,0.8893,1.1245,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71017,2069,2416.9491,0.856,0.9383,1.0645,0.8936,1.1191,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59392,1778,2001.5238,0.8883,0.9323,1.071,0.8923,1.1207,3
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,90207,2853,2894.6535,0.9856,0.9435,1.0588,0.8946,1.1178,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,107529,3531,3996.8994,0.8834,0.9518,1.0498,0.8961,1.1159,3
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,86081,3077,2947.1323,1.0441,0.944,1.0582,0.8947,1.1177,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,62694,2133,1999.4684,1.0668,0.9323,1.0711,0.8923,1.1207,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,84473,1363,1742.2119,0.7823,0.9276,1.0763,0.8912,1.1221,3
I00699,RJ2,LEWISHAM AND GREENWICH NHS TRUST,82163,2375,2274.3077,1.0443,0.9365,1.0665,0.8932,1.1196,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44812,1208,1327.3255,0.9101,0.9173,1.0878,0.8886,1.1254,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,80233,1828,2268.108,0.806,0.9364,1.0666,0.8932,1.1196,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,33894,1170,1113.7559,1.0505,0.91,1.0961,0.8865,1.128,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30372,893,979.0536,0.9121,0.9041,1.1028,0.8848,1.1303,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,100351,3357,3209.8537,1.0458,0.9463,1.0558,0.8952,1.1171,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41074,1336,1329.1012,1.0052,0.9174,1.0877,0.8886,1.1254,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,57605,2234,2048.4942,1.0906,0.9331,1.0702,0.8925,1.1205,2
I00699,RJN,EAST CHESHIRE NHS TRUST,23774,1043,1012.0872,1.0305,0.9057,1.101,0.8852,1.1297,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,47087,1446,1329.2064,1.0879,0.9174,1.0877,0.8886,1.1254,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,113656,2982,3248.8715,0.9179,0.9467,1.0554,0.8952,1.117,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50932,1841,1772.6644,1.0385,0.9282,1.0756,0.8913,1.1219,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,70844,2366,2496.4491,0.9477,0.9393,1.0634,0.8938,1.1188,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83567,2691,2727.1992,0.9867,0.9419,1.0606,0.8943,1.1182,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34885,539,861.161,0.6259,0.898,1.1098,0.8828,1.1327,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,59774,2203,2161.3407,1.0193,0.9348,1.0683,0.8928,1.12,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,60498,2073,1995.4523,1.0389,0.9322,1.0711,0.8923,1.1207,2
I00699,RLQ,WYE VALLEY NHS TRUST,27570,1020,885.7373,1.1516,0.8994,1.1082,0.8833,1.1322,1
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24481,1035,957.5423,1.0809,0.9031,1.1039,0.8844,1.1307,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87467,3154,3190.2401,0.9886,0.9462,1.0559,0.8951,1.1172,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,59513,1755,1795.0155,0.9777,0.9286,1.0751,0.8914,1.1218,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,42717,1503,1658.678,0.9061,0.9258,1.0782,0.8908,1.1226,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,62593,1757,1676.1447,1.0482,0.9262,1.0778,0.8908,1.1225,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35257,1412,1276.5025,1.1061,0.9157,1.0895,0.8881,1.126,2
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61327,1731,1795.318,0.9642,0.9287,1.0751,0.8914,1.1218,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61296,1885,1823.6258,1.0337,0.9292,1.0745,0.8916,1.1216,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,52971,1471,1544.3045,0.9525,0.9232,1.0812,0.8901,1.1235,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,65947,2362,2090.1863,1.13,0.9338,1.0695,0.8926,1.1203,1
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44560,1718,1663.7131,1.0326,0.9259,1.0781,0.8908,1.1226,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44090,1480,1393.537,1.062,0.9193,1.0856,0.8891,1.1248,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,57601,1819,1611.3344,1.1289,0.9248,1.0794,0.8905,1.123,1
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,34606,1105,1044.0744,1.0584,0.9071,1.0994,0.8856,1.1291,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,74744,2807,2600.9518,1.0792,0.9405,1.0621,0.894,1.1185,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,52321,1604,1516.4787,1.0577,0.9225,1.0819,0.8899,1.1237,2
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47043,1999,1861.9427,1.0736,0.9299,1.0737,0.8917,1.1214,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,50955,1690,1564.755,1.08,0.9237,1.0806,0.8902,1.1233,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,44922,583,703.7031,0.8285,0.8875,1.1221,0.8794,1.1372,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,19946,677,703.3611,0.9625,0.8875,1.1221,0.8794,1.1372,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,38359,1407,1404.3412,1.0019,0.9196,1.0852,0.8891,1.1247,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,41018,590,654.9906,0.9008,0.8836,1.1267,0.878,1.139,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,147312,4505,4149.9748,1.0855,0.9527,1.0489,0.8963,1.1157,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,34671,1510,1477.624,1.0219,0.9215,1.083,0.8897,1.124,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,126278,3982,4185.1743,0.9515,0.9529,1.0487,0.8963,1.1157,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",45244,1724,1612.5634,1.0691,0.9248,1.0794,0.8905,1.123,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,58337,2539,2391.0229,1.0619,0.938,1.0648,0.8935,1.1192,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,68179,1122,1526.3459,0.7351,0.9228,1.0816,0.89,1.1236,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105262,2541,2786.041,0.912,0.9425,1.0599,0.8944,1.118,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,82732,2970,2871.8297,1.0342,0.9433,1.059,0.8946,1.1178,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,61691,3158,2893.4258,1.0914,0.9435,1.0588,0.8946,1.1178,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,80588,2965,2670.7811,1.1102,0.9413,1.0613,0.8942,1.1183,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,110281,3254,3413.3014,0.9533,0.9479,1.054,0.8955,1.1168,2
I00699,RTK,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,45138,1656,1761.1735,0.9403,0.928,1.0758,0.8913,1.122,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50601,1775,1846.5509,0.9613,0.9296,1.074,0.8917,1.1215,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90773,2867,2734.1879,1.0486,0.9419,1.0605,0.8943,1.1182,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53935,1906,1879.7816,1.0139,0.9302,1.0733,0.8918,1.1213,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,68836,1884,2238.3221,0.8417,0.936,1.0671,0.8931,1.1197,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,71323,2103,2147.5348,0.9793,0.9346,1.0685,0.8928,1.1201,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,71482,2049,2361.2677,0.8678,0.9376,1.0652,0.8934,1.1193,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,55699,1995,2094.5382,0.9525,0.9338,1.0694,0.8926,1.1203,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103374,3844,3973.7524,0.9673,0.9517,1.05,0.8961,1.1159,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,49283,1947,1732.3764,1.1239,0.9274,1.0765,0.8911,1.1222,1
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35685,1364,1280.9045,1.0649,0.9159,1.0894,0.8882,1.1259,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100669,1983,1908.4933,1.039,0.9308,1.0728,0.8919,1.1212,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,130010,4102,3904.5797,1.0506,0.9513,1.0504,0.896,1.116,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89983,3331,3244.9573,1.0265,0.9466,1.0554,0.8952,1.117,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,88452,3538,3368.2263,1.0504,0.9476,1.0544,0.8954,1.1168,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140149,4498,4201.3309,1.0706,0.953,1.0486,0.8963,1.1157,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,60261,2145,2138.4899,1.003,0.9345,1.0686,0.8928,1.1201,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,57981,2067,1961.0863,1.054,0.9317,1.0718,0.8921,1.1209,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59442,2379,2128.5745,1.1176,0.9344,1.0688,0.8927,1.1201,2
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,58509,1700,1788.4377,0.9506,0.9285,1.0752,0.8914,1.1218,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74676,2709,2618.4559,1.0346,0.9407,1.0619,0.8941,1.1185,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,50826,1698,1515.2258,1.1206,0.9225,1.082,0.8899,1.1237,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,75991,2320,2194.7619,1.0571,0.9353,1.0677,0.893,1.1199,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,128221,4056,4438.3905,0.9138,0.9543,1.0473,0.8965,1.1154,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,56863,2771,2526.3226,1.0969,0.9396,1.063,0.8939,1.1187,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,96675,2895,3083.6263,0.9388,0.9453,1.0569,0.895,1.1174,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,68553,2360,2423.6832,0.9737,0.9384,1.0644,0.8936,1.1191,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,74304,2184,2236.3194,0.9766,0.9359,1.0671,0.8931,1.1197,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54727,2413,2086.7902,1.1563,0.9337,1.0695,0.8926,1.1203,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,73014,2310,2235.9633,1.0331,0.9359,1.0671,0.8931,1.1197,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,85064,3139,3010.4703,1.0427,0.9446,1.0576,0.8948,1.1175,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48585,1661,1534.4878,1.0824,0.923,1.0814,0.89,1.1236,2
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81544,2658,2351.7886,1.1302,0.9375,1.0654,0.8934,1.1193,1
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,63013,2515,2388.4252,1.053,0.938,1.0649,0.8935,1.1192,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,101386,2302,2919.8522,0.7884,0.9438,1.0585,0.8947,1.1177,3
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,70616,2930,2885.1484,1.0155,0.9435,1.0589,0.8946,1.1178,2
,,,,,,,,,,,
"Copyright © 2014, Health and Social Care Information Centre. All Rights Reserved",,,,,,,,,,,
