INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,51892,1451,1411.6879,1.0278,0.9198,1.085,0.8905,1.1229,2
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,40935,1126,1033.6883,1.0893,0.9066,1.0999,0.8868,1.1277,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,51014,1939,1718.2921,1.1284,0.9271,1.0768,0.8924,1.1206,1
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51959,2205,1863.6418,1.1832,0.9299,1.0737,0.8931,1.1197,1
I00699,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,53842,1494,1652.5643,0.904,0.9257,1.0784,0.8921,1.121,2
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,47532,2050,2006.2596,1.0218,0.9324,1.0709,0.8937,1.119,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,24480,1147,1049.8899,1.0925,0.9073,1.0991,0.887,1.1274,2
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,68155,2092,2040.3759,1.0253,0.933,1.0703,0.8938,1.1188,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,42506,1979,1696.3139,1.1666,0.9266,1.0773,0.8923,1.1207,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",83251,3050,3156.0857,0.9664,0.9459,1.0562,0.8965,1.1154,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42548,1354,1281.921,1.0562,0.9159,1.0894,0.8895,1.1242,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,44123,1463,1331.5388,1.0987,0.9174,1.0876,0.8899,1.1237,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,45783,1688,1591.5062,1.0606,0.9243,1.0799,0.8917,1.1214,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35081,908,945.2165,0.9606,0.9025,1.1046,0.8855,1.1293,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,51399,1722,1683.2118,1.023,0.9264,1.0776,0.8922,1.1208,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33336,1404,1647.3288,0.8523,0.9256,1.0785,0.892,1.121,3
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,46852,1676,1622.93,1.0327,0.925,1.0791,0.8919,1.1212,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32468,1210,1355.6123,0.8926,0.9182,1.0868,0.8901,1.1235,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69695,1978,2325.5976,0.8505,0.9371,1.0658,0.8947,1.1176,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,60041,1832,2010.1755,0.9114,0.9325,1.0709,0.8937,1.1189,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,89928,2699,2836.0117,0.9517,0.943,1.0594,0.8959,1.1161,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,104795,3475,3874.0595,0.897,0.9511,1.0506,0.8974,1.1143,3
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,88634,2944,2891.8235,1.018,0.9435,1.0588,0.896,1.116,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,61238,2086,1952.0264,1.0686,0.9315,1.0719,0.8935,1.1192,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,86492,1360,1691.8991,0.8038,0.9266,1.0774,0.8923,1.1207,3
I00699,RJ2,LEWISHAM HEALTHCARE NHS TRUST,38533,849,915.4873,0.9274,0.901,1.1064,0.885,1.1299,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,45657,1259,1332.8561,0.9446,0.9175,1.0876,0.8899,1.1237,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,74542,1738,2140.5861,0.8119,0.9345,1.0686,0.8942,1.1184,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,34760,1109,1074.275,1.0323,0.9084,1.0979,0.8873,1.127,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30565,874,957.1486,0.9131,0.9031,1.104,0.8857,1.1291,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,99789,3127,3027.215,1.033,0.9448,1.0574,0.8963,1.1157,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,42307,1311,1292.7936,1.0141,0.9163,1.089,0.8896,1.1241,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58783,2275,1978.2442,1.15,0.932,1.0714,0.8936,1.1191,1
I00699,RJN,EAST CHESHIRE NHS TRUST,24650,1009,1002.0256,1.007,0.9052,1.1015,0.8864,1.1282,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48234,1463,1333.0771,1.0975,0.9175,1.0876,0.8899,1.1237,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,68396,1415,1547.1811,0.9146,0.9233,1.0811,0.8915,1.1218,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,51428,1887,1720.9366,1.0965,0.9272,1.0768,0.8924,1.1205,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,73191,2399,2492.3713,0.9625,0.9392,1.0635,0.8952,1.1171,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,85306,2622,2631.9856,0.9962,0.9408,1.0617,0.8955,1.1167,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34679,551,783.7145,0.7031,0.8932,1.1154,0.8825,1.1331,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60101,2158,2109.1931,1.0231,0.9341,1.0691,0.8941,1.1185,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,63139,1997,2077.4113,0.9613,0.9336,1.0697,0.8939,1.1186,2
I00699,RLQ,WYE VALLEY NHS TRUST,28964,967,865.9483,1.1167,0.8983,1.1095,0.8842,1.131,2
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24316,998,912.3079,1.0939,0.9008,1.1066,0.885,1.13,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,87206,3073,3040.4131,1.0107,0.9449,1.0573,0.8963,1.1157,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,58891,1721,1736.0605,0.9913,0.9275,1.0764,0.8925,1.1204,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,42755,1464,1620.5785,0.9034,0.925,1.0792,0.8919,1.1212,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,63018,1752,1726.6666,1.0147,0.9273,1.0766,0.8925,1.1205,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35135,1376,1197.7224,1.1488,0.9131,1.0925,0.8887,1.1253,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,62017,1728,1765.3189,0.9789,0.9281,1.0758,0.8927,1.1203,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61514,1812,1754.8945,1.0325,0.9279,1.076,0.8926,1.1203,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,52149,1435,1506.5685,0.9525,0.9223,1.0822,0.8912,1.1221,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,66539,2182,2025.6513,1.0772,0.9327,1.0706,0.8938,1.1189,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44435,1703,1556.6232,1.094,0.9235,1.0808,0.8915,1.1217,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44731,1425,1375.9957,1.0356,0.9188,1.0861,0.8903,1.1233,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,57164,1775,1553.7744,1.1424,0.9234,1.0809,0.8915,1.1217,1
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,35336,1079,1021.887,1.0559,0.9061,1.1005,0.8866,1.1279,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,75625,2729,2619.7028,1.0417,0.9407,1.0619,0.8955,1.1167,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,53663,1663,1514.3837,1.0981,0.9225,1.082,0.8912,1.122,2
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,46986,1885,1771.2443,1.0642,0.9282,1.0756,0.8927,1.1202,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,52735,1773,1596.0051,1.1109,0.9244,1.0798,0.8917,1.1214,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,47240,564,722.193,0.781,0.8889,1.1204,0.881,1.135,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20656,693,714.9209,0.9693,0.8884,1.1211,0.8809,1.1353,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,37935,1443,1374.1313,1.0501,0.9187,1.0862,0.8902,1.1233,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,38607,586,636.0257,0.9213,0.8819,1.1287,0.8786,1.1382,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,152133,4353,4227.7239,1.0296,0.9531,1.0484,0.8978,1.1139,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,35914,1536,1475.8764,1.0407,0.9215,1.0831,0.891,1.1223,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,131769,3960,4323.9558,0.9158,0.9537,1.0479,0.8979,1.1138,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47082,1728,1620.0005,1.0667,0.925,1.0792,0.8919,1.1212,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,55785,2436,2290.0636,1.0637,0.9367,1.0663,0.8946,1.1178,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,65861,1052,1485.6887,0.7081,0.9217,1.0828,0.8911,1.1223,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106770,2577,2761.3024,0.9333,0.9422,1.0602,0.8958,1.1163,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,84295,2884,2950.3696,0.9775,0.9441,1.0582,0.8962,1.1159,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,70493,3016,2766.1333,1.0903,0.9423,1.0602,0.8958,1.1163,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,79925,2832,2569.0978,1.1023,0.9401,1.0625,0.8954,1.1169,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,103669,3154,3298.9336,0.9561,0.9471,1.055,0.8967,1.1152,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,45650,1708,1740.0838,0.9816,0.9276,1.0763,0.8925,1.1204,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50974,1658,1733.2517,0.9566,0.9274,1.0765,0.8925,1.1205,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,91765,2853,2751.1563,1.037,0.9421,1.0603,0.8958,1.1164,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,53803,1798,1757.8417,1.0228,0.9279,1.0759,0.8926,1.1203,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,68886,1795,2202.3992,0.815,0.9354,1.0676,0.8944,1.1181,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,71274,2033,2112.7977,0.9622,0.9341,1.0691,0.8941,1.1185,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,77801,2063,2432.8486,0.848,0.9385,1.0642,0.895,1.1173,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57007,1967,2056.3642,0.9565,0.9332,1.07,0.8939,1.1187,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103609,3739,3907.9076,0.9568,0.9513,1.0504,0.8975,1.1142,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,50169,1870,1701.5056,1.099,0.9268,1.0772,0.8923,1.1207,2
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35948,1284,1249.7371,1.0274,0.9149,1.0905,0.8892,1.1246,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,99448,1943,1773.3568,1.0957,0.9282,1.0756,0.8927,1.1202,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,135563,4096,3766.1593,1.0876,0.9504,1.0514,0.8973,1.1144,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,90285,3230,3130.2271,1.0319,0.9457,1.0565,0.8965,1.1155,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,93065,3536,3243.7251,1.0901,0.9466,1.0555,0.8966,1.1153,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,142896,4344,4140.7737,1.0491,0.9527,1.049,0.8977,1.114,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,60814,1958,2023.4251,0.9677,0.9327,1.0706,0.8938,1.1189,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,55804,2023,1891.4976,1.0695,0.9304,1.0731,0.8932,1.1195,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,60100,2448,2149.6153,1.1388,0.9347,1.0685,0.8942,1.1183,1
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,58284,1656,1757.1495,0.9424,0.9279,1.0759,0.8926,1.1203,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,76703,2767,2691.9881,1.0279,0.9415,1.061,0.8956,1.1165,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,52629,1637,1478.9653,1.1069,0.9216,1.083,0.891,1.1223,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,78653,2271,2228.4001,1.0191,0.9358,1.0672,0.8944,1.118,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,133578,4244,4555.5527,0.9316,0.9548,1.0466,0.8981,1.1135,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,53212,2507,2342.5167,1.0702,0.9374,1.0655,0.8948,1.1176,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,95651,2905,2929.3446,0.9917,0.9439,1.0584,0.8961,1.1159,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69957,2374,2430.9563,0.9766,0.9385,1.0643,0.895,1.1173,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76206,2150,2267.418,0.9482,0.9364,1.0666,0.8946,1.1179,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54354,2375,1992.617,1.1919,0.9322,1.0712,0.8936,1.119,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,74515,2257,2190.1591,1.0305,0.9353,1.0678,0.8943,1.1182,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,87078,3097,2975.9296,1.0407,0.9443,1.058,0.8962,1.1158,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,53217,1825,1594.4446,1.1446,0.9244,1.0798,0.8917,1.1214,1
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81814,2658,2335.3922,1.1381,0.9373,1.0656,0.8948,1.1176,1
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,64064,2411,2292.3645,1.0518,0.9367,1.0662,0.8946,1.1178,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,105367,2250,2941.6716,0.7649,0.944,1.0583,0.8961,1.1159,3
I00699,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,95833,3066,2932.2341,1.0456,0.9439,1.0584,0.8961,1.1159,2
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,73873,2994,2862.863,1.0458,0.9432,1.0591,0.896,1.1161,2
,,,,,,,,,,,
"Copyright © 2013, Health and Social Care Information Centre. All Rights Reserved",,,,,,,,,,,
