INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35172,917,971.6321,0.9438,0.9038,1.1032,0.8836,1.1317,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,51512,1733,1708.7417,1.0142,0.9269,1.077,0.8899,1.1237,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33931,1375,1624.5486,0.8464,0.9251,1.0791,0.8895,1.1242,3
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,46395,1661,1647.1262,1.0084,0.9256,1.0785,0.8896,1.1241,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32397,1254,1402.5706,0.8941,0.9195,1.0853,0.8881,1.126,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70167,2010,2379.0706,0.8449,0.9378,1.065,0.8924,1.1206,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59814,1793,2010.343,0.8919,0.9325,1.0709,0.8912,1.1221,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,89940,2830,2902.3878,0.9751,0.9436,1.0587,0.8935,1.1192,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,105862,3505,3961.4629,0.8848,0.9516,1.0501,0.8949,1.1174,3
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,87138,3051,2943.5711,1.0365,0.944,1.0583,0.8936,1.1191,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,62259,2134,1996.784,1.0687,0.9323,1.0711,0.8912,1.1221,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,85235,1369,1757.0855,0.7791,0.9279,1.0759,0.8902,1.1234,3
I00699,RJ2,LEWISHAM HEALTHCARE NHS TRUST,38275,840,956.4905,0.8782,0.9031,1.104,0.8834,1.132,3
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,44800,1233,1344.2597,0.9172,0.9178,1.0872,0.8876,1.1266,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,70805,1628,2001.468,0.8134,0.9323,1.071,0.8912,1.1221,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,34565,1139,1093.2113,1.0419,0.9091,1.097,0.8852,1.1297,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,30455,898,973.6023,0.9223,0.9039,1.103,0.8837,1.1317,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,100918,3284,3143.0753,1.0448,0.9458,1.0564,0.8939,1.1187,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,41681,1356,1331.1008,1.0187,0.9174,1.0876,0.8875,1.1267,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,57801,2269,2037.3787,1.1137,0.9329,1.0704,0.8913,1.1219,2
I00699,RJN,EAST CHESHIRE NHS TRUST,24197,1033,1021.1186,1.0116,0.9061,1.1005,0.8843,1.1308,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,47824,1454,1352.5315,1.075,0.9181,1.0869,0.8877,1.1265,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,68984,1379,1598.1435,0.8629,0.9245,1.0797,0.8893,1.1244,3
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,51099,1888,1759.2762,1.0732,0.9279,1.0759,0.8902,1.1234,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,71984,2404,2528.0102,0.9509,0.9397,1.063,0.8928,1.1201,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,84168,2648,2705.071,0.9789,0.9416,1.0609,0.8931,1.1196,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34624,533,817.1257,0.6523,0.8954,1.1129,0.881,1.1351,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,59494,2203,2150.8449,1.0242,0.9347,1.0684,0.8917,1.1214,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,62067,2091,2060.0932,1.015,0.9333,1.07,0.8914,1.1218,2
I00699,RLQ,WYE VALLEY NHS TRUST,28320,976,867.0458,1.1257,0.8983,1.1095,0.8819,1.1339,2
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,23961,1012,927.5952,1.091,0.9016,1.1057,0.883,1.1325,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86924,3096,3122.2346,0.9916,0.9456,1.0565,0.8939,1.1187,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,54646,1588,1628.4058,0.9752,0.9252,1.079,0.8895,1.1242,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,42385,1486,1638.2334,0.9071,0.9254,1.0787,0.8896,1.1242,2
I00699,RMC,BOLTON NHS FOUNDATION TRUST,62993,1795,1732.2619,1.0362,0.9274,1.0765,0.89,1.1235,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,35199,1403,1249.4218,1.1229,0.9149,1.0905,0.8868,1.1276,2
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,61645,1760,1807.8957,0.9735,0.9289,1.0748,0.8904,1.1231,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61386,1824,1765.2573,1.0333,0.9281,1.0758,0.8902,1.1233,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,52259,1448,1519.9518,0.9527,0.9226,1.0818,0.8889,1.125,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,65650,2332,2095.9785,1.1126,0.9339,1.0694,0.8915,1.1217,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44218,1760,1619.3226,1.0869,0.925,1.0792,0.8895,1.1243,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,44341,1415,1384.6766,1.0219,0.919,1.0859,0.8879,1.1262,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,57505,1840,1588.3787,1.1584,0.9243,1.08,0.8893,1.1245,1
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,34937,1123,1046.4023,1.0732,0.9072,1.0993,0.8846,1.1304,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,75281,2778,2631.6079,1.0556,0.9408,1.0617,0.893,1.1198,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,53265,1663,1536.1082,1.0826,0.923,1.0814,0.889,1.1249,2
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,47054,1986,1850.3944,1.0733,0.9297,1.0739,0.8906,1.1229,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,51708,1727,1573.5147,1.0975,0.9239,1.0804,0.8892,1.1246,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,45824,586,716.2803,0.8181,0.8885,1.1209,0.8787,1.138,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20238,698,716.4769,0.9742,0.8885,1.1209,0.8787,1.138,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,37993,1423,1391.2264,1.0228,0.9192,1.0857,0.888,1.1261,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,40077,616,648.8901,0.9493,0.8831,1.1274,0.8768,1.1404,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,148758,4543,4211.5681,1.0787,0.9531,1.0485,0.8952,1.1171,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,35297,1557,1510.9381,1.0305,0.9224,1.0821,0.8888,1.1251,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,127237,4003,4260.8391,0.9395,0.9533,1.0483,0.8952,1.1171,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",46412,1793,1646.7029,1.0888,0.9256,1.0785,0.8896,1.1241,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,57089,2485,2353.2547,1.056,0.9375,1.0654,0.8923,1.1207,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,67036,1073,1508.3537,0.7114,0.9223,1.0822,0.8888,1.1251,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,105207,2543,2778.6969,0.9152,0.9424,1.06,0.8933,1.1195,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,84051,2986,2950.0073,1.0122,0.9441,1.0582,0.8936,1.1191,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,65906,3170,2949.3221,1.0748,0.9441,1.0582,0.8936,1.1191,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,79682,2898,2627.9763,1.1027,0.9408,1.0618,0.893,1.1198,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,108227,3181,3356.5134,0.9477,0.9475,1.0545,0.8942,1.1183,2
I00699,RTK,ASHFORD AND ST. PETER'S HOSPITALS NHS FOUNDATION TRUST,45609,1666,1770.6137,0.9409,0.9282,1.0756,0.8902,1.1233,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50784,1718,1808.3924,0.95,0.9289,1.0748,0.8904,1.1231,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90947,2898,2774.881,1.0444,0.9424,1.0601,0.8933,1.1195,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,54084,1854,1831.8173,1.0121,0.9294,1.0743,0.8905,1.123,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,68462,1820,2229.116,0.8165,0.9358,1.0672,0.892,1.1211,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,70386,2067,2134.7236,0.9683,0.9344,1.0687,0.8917,1.1215,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,74728,2055,2395.3724,0.8579,0.938,1.0648,0.8924,1.1205,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56029,1959,2081.3253,0.9412,0.9336,1.0696,0.8915,1.1217,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,103344,3798,3948.8688,0.9618,0.9515,1.0502,0.8949,1.1174,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,49514,1945,1735.6626,1.1206,0.9275,1.0764,0.8901,1.1235,2
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35989,1345,1282.5786,1.0487,0.9159,1.0893,0.8871,1.1272,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,99940,1958,1872.7014,1.0455,0.9301,1.0735,0.8907,1.1227,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,132446,4155,3870.0994,1.0736,0.9511,1.0507,0.8948,1.1175,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,89833,3295,3215.3368,1.0248,0.9464,1.0557,0.894,1.1185,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,90623,3585,3321.8001,1.0792,0.9472,1.0548,0.8942,1.1183,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,141226,4469,4199.1703,1.0643,0.953,1.0486,0.8952,1.1171,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,59906,2067,2101.5283,0.9836,0.9339,1.0693,0.8915,1.1216,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,56475,2096,1952.7463,1.0734,0.9315,1.0719,0.891,1.1223,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,60170,2423,2164.5185,1.1194,0.9349,1.0682,0.8918,1.1214,2
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,58203,1687,1793.9382,0.9404,0.9286,1.0751,0.8903,1.1232,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,75620,2741,2670.2114,1.0265,0.9413,1.0613,0.8931,1.1197,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,51655,1700,1505.775,1.129,0.9223,1.0822,0.8888,1.1251,1
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,76965,2300,2253.5892,1.0206,0.9362,1.0668,0.892,1.121,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,127589,4138,4404.138,0.9396,0.9541,1.0474,0.8953,1.1169,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,57015,2738,2542.6229,1.0768,0.9398,1.0628,0.8928,1.1201,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,96128,2943,3038.3041,0.9686,0.9449,1.0573,0.8938,1.1189,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69039,2359,2422.592,0.9738,0.9384,1.0644,0.8925,1.1205,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,74630,2210,2263.633,0.9763,0.9363,1.0667,0.8921,1.121,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54500,2427,2074.9683,1.1697,0.9335,1.0697,0.8915,1.1218,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,73951,2270,2227.3851,1.0191,0.9358,1.0672,0.8919,1.1211,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,85599,3148,3012.1923,1.0451,0.9446,1.0576,0.8937,1.1189,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,50564,1706,1544.3306,1.1047,0.9232,1.0812,0.889,1.1248,2
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,81839,2657,2372.8908,1.1197,0.9378,1.0651,0.8924,1.1206,2
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,63301,2510,2355.3868,1.0656,0.9375,1.0653,0.8923,1.1207,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,103221,2286,2938.9116,0.7778,0.944,1.0583,0.8936,1.1191,3
I00699,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,94065,3084,2922.2537,1.0553,0.9438,1.0585,0.8936,1.1191,2
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,72175,2958,2901.2336,1.0196,0.9436,1.0587,0.8935,1.1192,2
,,,,,,,,,,,
"Copyright © 2013, Health and Social Care Information Centre. All Rights Reserved",,,,,,,,,,,
