INDICATOR_CODE,PROVIDER,PROVIDER_NAME,DENOMINATOR,OBSERVED,EXPECTED,VALUE,PO_LL,PO_UL,OD_LL,OD_UL,OD_BANDING
I00699,RBK,WALSALL HEALTHCARE NHS TRUST,37974,1479,1306.6283,1.1319,0.9167,1.0885,0.886,1.1287,1
I00699,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,62371,2158,1965.4979,1.0979,0.9317,1.0717,0.8897,1.124,2
I00699,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,64055,1849,1813.1232,1.0198,0.929,1.0747,0.8891,1.1248,2
I00699,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,37834,1438,1267.9696,1.1341,0.9155,1.0899,0.8857,1.1291,1
I00699,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,30909,1536,1543.249,0.9953,0.9232,1.0812,0.8877,1.1266,2
I00699,RC1,BEDFORD HOSPITAL NHS TRUST,27694,1071,1007.5136,1.063,0.9055,1.1012,0.8829,1.1327,2
I00699,RC3,EALING HOSPITAL NHS TRUST,31187,707,794.1407,0.8903,0.8939,1.1146,0.8793,1.1373,2
I00699,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,58922,1487,1451.1426,1.0247,0.9208,1.0838,0.8871,1.1273,2
I00699,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,74881,2933,2707.3569,1.0833,0.9417,1.0608,0.8917,1.1214,2
I00699,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,24290,862,881.5159,0.9779,0.8991,1.1085,0.8809,1.1351,2
I00699,RCF,AIREDALE NHS FOUNDATION TRUST,30644,949,1030.6169,0.9208,0.9065,1.1,0.8832,1.1323,2
I00699,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",38909,1537,1518.4088,1.0122,0.9226,1.0819,0.8875,1.1267,2
I00699,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,42479,1893,1973.5689,0.9592,0.9319,1.0715,0.8897,1.124,2
I00699,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,51647,1437,1587.8806,0.905,0.9242,1.08,0.8879,1.1262,2
I00699,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,51737,1417,1402.3187,1.0105,0.9195,1.0853,0.8867,1.1277,2
I00699,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,42385,1071,1036.2853,1.0335,0.9067,1.0998,0.8832,1.1322,2
I00699,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,50141,1943,1698.7603,1.1438,0.9267,1.0773,0.8885,1.1255,1
I00699,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,51479,2151,1851.2537,1.1619,0.9297,1.0739,0.8892,1.1246,1
I00699,RDU,FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST,52859,1403,1610.6032,0.8711,0.9248,1.0794,0.8881,1.1261,3
I00699,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,45564,2035,2060.9018,0.9874,0.9333,1.07,0.89,1.1236,2
I00699,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,24470,1155,1064.8284,1.0847,0.908,1.0984,0.8836,1.1318,2
I00699,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,69445,2107,2041.2642,1.0322,0.933,1.0703,0.89,1.1237,2
I00699,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,42480,1939,1665.3437,1.1643,0.926,1.0781,0.8883,1.1257,1
I00699,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",85947,3064,3142.9279,0.9749,0.9458,1.0564,0.8925,1.1204,2
I00699,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,42293,1386,1288.3156,1.0758,0.9161,1.0891,0.8858,1.1289,2
I00699,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,48196,1482,1391.9689,1.0647,0.9192,1.0856,0.8867,1.1278,2
I00699,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,44886,1672,1547.8465,1.0802,0.9233,1.0811,0.8877,1.1265,2
I00699,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,34339,967,956.2695,1.0112,0.903,1.104,0.8821,1.1336,2
I00699,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,49701,1577,1597.2555,0.9873,0.9245,1.0798,0.888,1.1262,2
I00699,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32553,1503,1695.9582,0.8862,0.9266,1.0773,0.8885,1.1255,3
I00699,RGQ,IPSWICH HOSPITAL NHS TRUST,46162,1657,1599.1964,1.0361,0.9245,1.0797,0.888,1.1261,2
I00699,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32186,1203,1332.9674,0.9025,0.9175,1.0876,0.8862,1.1284,2
I00699,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,68917,1941,2320.5723,0.8364,0.9371,1.0658,0.8908,1.1226,3
I00699,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,59152,1752,1948.2083,0.8993,0.9314,1.072,0.8896,1.1241,2
I00699,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,89654,2587,2849.4214,0.9079,0.9431,1.0593,0.892,1.1211,2
I00699,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,102790,3494,3803.6326,0.9186,0.9506,1.0511,0.8933,1.1194,2
I00699,RHU,PORTSMOUTH HOSPITALS NHS TRUST,88675,2889,2911.4552,0.9923,0.9437,1.0586,0.8921,1.1209,2
I00699,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,58331,1982,1867.9769,1.061,0.93,1.0736,0.8893,1.1245,2
I00699,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,86363,1361,1555.7189,0.8748,0.9235,1.0809,0.8877,1.1265,3
I00699,RJ2,LEWISHAM HEALTHCARE NHS TRUST,38075,835,908.7823,0.9188,0.9006,1.1068,0.8814,1.1346,2
I00699,RJ6,CROYDON HEALTH SERVICES NHS TRUST,45569,1244,1290.723,0.9638,0.9162,1.089,0.8859,1.1288,2
I00699,RJ7,ST GEORGE'S HEALTHCARE NHS TRUST,69656,1649,2065.969,0.7982,0.9334,1.0699,0.89,1.1235,3
I00699,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,34058,1066,1026.8524,1.0381,0.9063,1.1002,0.8831,1.1324,2
I00699,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,31498,926,994.2494,0.9314,0.9049,1.1019,0.8827,1.1329,2
I00699,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,92070,2988,2841.3377,1.0516,0.943,1.0593,0.892,1.1211,2
I00699,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,42233,1210,1226.3269,0.9867,0.9141,1.0914,0.8853,1.1296,2
I00699,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,58742,2286,1933.8214,1.1821,0.9312,1.0723,0.8896,1.1242,1
I00699,RJN,EAST CHESHIRE NHS TRUST,24347,974,966.3211,1.0079,0.9035,1.1035,0.8823,1.1334,2
I00699,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,48288,1435,1310.7371,1.0948,0.9168,1.0883,0.886,1.1286,2
I00699,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,66890,1403,1560.2813,0.8992,0.9236,1.0807,0.8878,1.1264,2
I00699,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,50290,1782,1692.2741,1.053,0.9266,1.0774,0.8885,1.1255,2
I00699,RK9,PLYMOUTH HOSPITALS NHS TRUST,72592,2335,2466.0687,0.9469,0.9389,1.0638,0.8912,1.1221,2
I00699,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,82804,2579,2494.648,1.0338,0.9393,1.0634,0.8913,1.122,2
I00699,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,34889,558,784.9959,0.7108,0.8933,1.1153,0.8791,1.1375,3
I00699,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,60638,2109,2051.7823,1.0279,0.9332,1.0701,0.89,1.1236,2
I00699,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,63010,1870,2026.317,0.9229,0.9328,1.0706,0.8899,1.1237,2
I00699,RLQ,WYE VALLEY NHS TRUST,28941,990,848.128,1.1673,0.8972,1.1107,0.8803,1.1359,1
I00699,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,24396,993,883.7693,1.1236,0.8993,1.1084,0.881,1.1351,2
I00699,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,86478,3078,3011.8586,1.022,0.9446,1.0576,0.8923,1.1207,2
I00699,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,58409,1700,1757.2604,0.9674,0.9279,1.0759,0.8888,1.1251,2
I00699,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,47818,1394,1626.0593,0.8573,0.9251,1.079,0.8881,1.126,3
I00699,RMC,BOLTON NHS FOUNDATION TRUST,59475,1718,1669.7672,1.0289,0.9261,1.078,0.8884,1.1257,2
I00699,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,34850,1409,1189.037,1.185,0.9128,1.0929,0.8849,1.13,1
I00699,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,60945,1750,1709.9513,1.0234,0.9269,1.077,0.8886,1.1254,2
I00699,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,61088,1783,1745.0701,1.0217,0.9277,1.0762,0.8887,1.1252,2
I00699,RN7,DARTFORD AND GRAVESHAM NHS TRUST,50379,1458,1460.4683,0.9983,0.9211,1.0835,0.8871,1.1272,2
I00699,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,67541,2046,1974.4071,1.0363,0.9319,1.0715,0.8897,1.124,2
I00699,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,44060,1649,1479.8979,1.1143,0.9216,1.083,0.8873,1.1271,2
I00699,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,45341,1420,1365.6052,1.0398,0.9185,1.0865,0.8865,1.1281,2
I00699,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,56344,1597,1481.3388,1.0781,0.9216,1.0829,0.8873,1.127,2
I00699,RNZ,SALISBURY NHS FOUNDATION TRUST,35438,1134,1052.4143,1.0775,0.9074,1.099,0.8834,1.1319,2
I00699,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,75486,2697,2620.8685,1.029,0.9407,1.0618,0.8916,1.1216,2
I00699,RPA,MEDWAY NHS FOUNDATION TRUST,52830,1673,1485.2019,1.1264,0.9217,1.0828,0.8873,1.127,2
I00699,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,48251,1880,1766.5295,1.0642,0.9281,1.0757,0.8888,1.1251,2
I00699,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,53699,1773,1604.9981,1.1047,0.9246,1.0796,0.888,1.1261,2
I00699,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,48372,521,674.4027,0.7725,0.8852,1.1248,0.8764,1.141,3
I00699,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,20748,683,726.7212,0.9398,0.8893,1.12,0.8778,1.1393,2
I00699,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,38373,1460,1364.081,1.0703,0.9184,1.0865,0.8865,1.1281,2
I00699,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,38169,591,601.5234,0.9825,0.8787,1.1325,0.8741,1.144,2
I00699,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,150942,4286,4191.8955,1.0224,0.9529,1.0487,0.8937,1.1189,2
I00699,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,35689,1533,1466.1443,1.0456,0.9212,1.0834,0.8872,1.1272,2
I00699,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,140707,4057,4432.1181,0.9154,0.9542,1.0473,0.8939,1.1187,2
I00699,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",47731,1696,1586.2258,1.0692,0.9242,1.08,0.8879,1.1262,2
I00699,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,54940,2378,2243.3267,1.06,0.936,1.067,0.8906,1.1228,2
I00699,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,64972,1059,1482.967,0.7141,0.9217,1.0829,0.8873,1.127,3
I00699,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,106319,2525,2698.2265,0.9358,0.9416,1.0609,0.8917,1.1214,2
I00699,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,83705,2790,2909.7677,0.9588,0.9437,1.0586,0.8921,1.1209,2
I00699,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73610,2937,2821.0846,1.0411,0.9428,1.0596,0.892,1.1211,2
I00699,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,80833,2771,2559.5292,1.0826,0.94,1.0626,0.8914,1.1218,2
I00699,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,99605,3070,3183.0167,0.9645,0.9461,1.056,0.8926,1.1204,2
I00699,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,44600,1663,1677.9283,0.9911,0.9263,1.0778,0.8884,1.1256,2
I00699,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49639,1557,1668.9314,0.9329,0.9261,1.078,0.8884,1.1257,2
I00699,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,90689,2791,2827.3056,0.9872,0.9429,1.0595,0.892,1.1211,2
I00699,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,52708,1813,1706.1347,1.0626,0.9269,1.0771,0.8886,1.1254,2
I00699,RV8,NORTH WEST LONDON HOSPITALS NHS TRUST,68119,1739,2163.1038,0.8039,0.9349,1.0682,0.8904,1.1231,3
I00699,RVJ,NORTH BRISTOL NHS TRUST,71615,2068,2139.6408,0.9665,0.9345,1.0686,0.8903,1.1232,2
I00699,RVL,BARNET AND CHASE FARM HOSPITALS NHS TRUST,78601,2136,2455.5586,0.8699,0.9388,1.0639,0.8912,1.1221,3
I00699,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,56937,1918,2001.9023,0.9581,0.9324,1.071,0.8898,1.1238,2
I00699,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,102383,3920,3977.551,0.9855,0.9517,1.05,0.8935,1.1192,2
I00699,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,50268,1823,1649.8285,1.105,0.9256,1.0784,0.8883,1.1258,2
I00699,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,35413,1272,1214.4274,1.0474,0.9137,1.0919,0.8852,1.1297,2
I00699,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,96533,1897,1717.0758,1.1048,0.9271,1.0768,0.8886,1.1254,2
I00699,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,139040,4140,3857.3574,1.0733,0.951,1.0508,0.8934,1.1193,2
I00699,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,91149,3256,3049.9678,1.0676,0.945,1.0572,0.8924,1.1206,2
I00699,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,95073,3564,3267.1567,1.0909,0.9468,1.0553,0.8927,1.1202,2
I00699,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140405,4189,4007.5305,1.0453,0.9519,1.0498,0.8935,1.1191,2
I00699,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,62190,1963,1988.0506,0.9874,0.9321,1.0713,0.8898,1.1239,2
I00699,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,53107,1891,1771.699,1.0673,0.9282,1.0756,0.8889,1.125,2
I00699,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,61235,2323,2097.3975,1.1076,0.9339,1.0693,0.8901,1.1234,2
I00699,RWJ,STOCKPORT NHS FOUNDATION TRUST,57096,1646,1744.1756,0.9437,0.9276,1.0762,0.8887,1.1252,2
I00699,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,74741,2712,2644.3469,1.0256,0.941,1.0616,0.8916,1.1216,2
I00699,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,52192,1627,1485.6898,1.0951,0.9217,1.0828,0.8873,1.127,2
I00699,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,78206,2273,2226.4466,1.0209,0.9358,1.0672,0.8906,1.1229,2
I00699,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,131490,4179,4457.6574,0.9375,0.9544,1.0472,0.8939,1.1187,2
I00699,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58170,2712,2577.1148,1.0523,0.9402,1.0624,0.8915,1.1218,2
I00699,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,94277,2918,2821.6069,1.0342,0.9428,1.0596,0.892,1.1211,2
I00699,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,69005,2377,2456.3144,0.9677,0.9388,1.0639,0.8912,1.1221,2
I00699,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,74637,2196,2256.29,0.9733,0.9362,1.0668,0.8906,1.1228,2
I00699,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,54247,2409,1918.1918,1.2559,0.9309,1.0726,0.8895,1.1242,1
I00699,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,75046,2230,2183.8231,1.0211,0.9352,1.0679,0.8904,1.1231,2
I00699,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,86247,2920,2881.8814,1.0132,0.9434,1.0589,0.8921,1.121,2
I00699,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,52987,1739,1533.0456,1.1343,0.9229,1.0815,0.8876,1.1266,1
I00699,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,79750,2601,2298.36,1.1317,0.9368,1.0661,0.8908,1.1226,1
I00699,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,63915,2366,2218.7094,1.0664,0.9357,1.0674,0.8905,1.1229,2
I00699,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,106504,2268,2991.369,0.7582,0.9445,1.0578,0.8923,1.1207,3
I00699,RYQ,SOUTH LONDON HEALTHCARE NHS TRUST,96202,3132,3083.5131,1.0157,0.9453,1.0569,0.8924,1.1206,2
I00699,RYR,WESTERN SUSSEX HOSPITALS NHS TRUST,74834,2993,2803.7395,1.0675,0.9427,1.0597,0.8919,1.1212,2
